Ano,Entidad,Bien juridico afectado,Tipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con arma de fuego,7,4,6,2,2,5,3,1,11,10,3,2
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con arma blanca,1,1,1,2,4,0,2,0,0,1,3,4
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con otro elemento,1,2,2,2,2,1,0,1,0,0,1,2
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,No especificado,0,0,0,0,2,0,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con arma de fuego,0,0,0,0,0,1,0,1,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,En accidente de transito,19,17,13,19,18,13,10,10,15,11,14,15
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,Con otro elemento,0,0,0,0,1,0,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Homicidio,No especificado,0,0,0,0,0,0,0,0,0,1,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con arma de fuego,4,4,2,10,12,11,4,8,7,13,6,9
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con arma blanca,9,8,15,16,27,16,19,11,16,19,11,11
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con otro elemento,173,173,235,272,271,290,267,278,270,284,241,240
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,No especificado,28,36,40,59,59,45,26,43,66,40,40,44
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,0,0,0,1,0,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con arma blanca,1,0,0,0,0,0,0,0,1,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,En accidente de transito,73,69,74,86,83,93,76,78,97,89,118,111
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,Con otro elemento,4,17,17,0,1,12,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Lesiones,No especificado,9,0,0,15,10,0,17,14,18,8,15,8
2019,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,1,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Con arma blanca,0,1,0,0,0,0,0,1,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,1
2019,Aguascalientes,La vida y la Integridad corporal,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,La vida y la Integridad corporal,Aborto,Aborto,0,0,0,2,2,0,1,0,1,2,2,0
2019,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,0,1,2,2,3,0,3,1,0
2019,Aguascalientes,Libertad personal,Secuestro,Secuestro extorsivo,0,0,0,0,0,1,1,1,1,0,0,1
2019,Aguascalientes,Libertad personal,Secuestro,Secuestro con calidad de rehen,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,Libertad personal,Secuestro,Secuestro para causar dano,1,1,1,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,Libertad personal,Secuestro,Secuestro expres,0,0,0,0,2,0,1,0,0,0,1,0
2019,Aguascalientes,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,Libertad personal,Trafico de menores,Trafico de menores,0,0,0,0,0,0,1,0,0,0,0,0
2019,Aguascalientes,Libertad personal,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,8,5,30,33,38,21,26,33,37,45,20,35
2019,Aguascalientes,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,4,11,13,8,13,8,6,11,12,9,7,2
2019,Aguascalientes,La libertad y la seguridad sexual,Violacion simple,Violacion simple,16,19,23,14,18,19,19,21,19,13,19,16
2019,Aguascalientes,La libertad y la seguridad sexual,Violacion equiparada,Violacion equiparada,2,6,6,9,13,8,3,11,7,5,9,7
2019,Aguascalientes,La libertad y la seguridad sexual,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,0,1
2019,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,25,24,33,38,30,32,35,36,34,45,29,30
2019,Aguascalientes,El patrimonio,Robo,Con violencia,9,7,8,0,6,3,4,7,2,4,3,11
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,316,226,229,232,275,217,199,228,204,235,205,187
2019,Aguascalientes,El patrimonio,Robo,Robo de coche de 4 ruedas Con violencia,5,4,8,14,2,3,12,8,6,3,6,4
2019,Aguascalientes,El patrimonio,Robo,Robo de coche de 4 ruedas Sin violencia,182,149,149,128,144,118,86,85,99,97,159,171
2019,Aguascalientes,El patrimonio,Robo,Robo de motocicleta Con violencia,1,3,2,3,2,3,1,1,4,4,3,3
2019,Aguascalientes,El patrimonio,Robo,Robo de motocicleta Sin violencia,79,72,59,68,50,65,53,66,46,59,51,59
2019,Aguascalientes,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,4,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,81,77,88,115,84,102,75,91,77,116,102,99
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,36,44,57,57,61,47,64,62,49,47,48,55
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,96,67,83,111,123,97,90,91,97,124,78,96
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,0,0,0,0,0,1,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,4,4,3,1,4,5,14,6,8,2,12,5
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,1,5,5,6,10,5,8,6,6,2,8,9
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,1,0,0,2,0,0,2,0,1,0,1
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,1,0,1,1,0,0,0,0,3,0,3,1
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,1,0,3,5,2,6,1,0,0,1,2
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,1,1,0,0,1,1,1,0,1,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,0,0,0,0,0,1,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,32,26,17,12,18,11,17,14,22,24,16,17
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,166,142,162,168,160,144,177,199,171,180,166,151
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,31,42,23,28,40,23,19,19,22,21,24,11
2019,Aguascalientes,El patrimonio,Robo,Robo de herramienta industrial o agricola Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Robo de herramienta industrial o agricola Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Robo de tractores Sin violencia,0,0,0,0,0,1,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Con violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Sin violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,El patrimonio,Robo,Con violencia,0,0,1,0,1,5,33,4,5,2,11,14
2019,Aguascalientes,El patrimonio,Robo,Sin violencia,176,159,186,184,205,170,174,198,176,187,145,144
2019,Aguascalientes,El patrimonio,Fraude,Fraude,142,110,130,145,161,155,197,183,171,169,136,111
2019,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,50,59,62,60,64,54,68,70,62,69,63,29
2019,Aguascalientes,El patrimonio,Extorsion,Extorsion,12,11,10,14,8,11,12,5,6,12,9,6
2019,Aguascalientes,El patrimonio,Dano a la propiedad,Dano a la propiedad,244,228,338,345,372,367,341,382,336,334,357,360
2019,Aguascalientes,El patrimonio,Despojo,Despojo,28,30,26,38,40,35,29,27,31,39,26,17
2019,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,0,0,25,32,28,5,13,29,31,28
2019,Aguascalientes,La familia,Violencia familiar,Violencia familiar,127,153,209,199,189,188,195,195,173,206,170,148
2019,Aguascalientes,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,1,0,1,2,1,2,1,1,0,2,1,0
2019,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,11,18,16,12,20,22,23,19,20,27,20,9
2019,Aguascalientes,La familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aguascalientes,La sociedad,Corrupcion de menores,Corrupcion de menores,2,6,5,9,5,6,7,6,14,9,3,4
2019,Aguascalientes,La sociedad,Trata de personas,Trata de personas,0,1,0,1,0,1,0,0,0,0,0,0
2019,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,1,0,0,0,0
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo,183,184,222,192,184,209,238,285,265,94,75,75
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,202,214,273,261,321,286,310,314,301,341,318,238
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,27,37,47,47,57,44,56,57,45,30,36,35
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,0,0,0,0,1,0,0,0,0,0,1,0
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,6,10,10,8,8,6,5,1,10,13,8,5
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,62,63,97,86,53,64,120,87,32,47,61,41
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,1,2,0,1,1,1,5,3,1,3,8,1
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,2,0,30,35,4,3,6,6,4,48,34,40
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,0,1,2,2,5,2,2,0,0,1,0,0
2019,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,214,213,162,246,175,171,196,167,207,127,116,86
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con arma de fuego,183,125,132,132,173,176,200,180,163,156,138,122
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con arma blanca,8,11,9,15,11,11,19,14,6,15,16,11
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con otro elemento,40,35,31,35,33,37,30,32,28,26,35,35
2019,Baja California,La vida y la Integridad corporal,Homicidio,No especificado,3,13,9,12,14,17,11,22,15,21,27,17
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,La vida y la Integridad corporal,Homicidio,En accidente de transito,35,33,31,23,34,33,48,26,42,39,46,35
2019,Baja California,La vida y la Integridad corporal,Homicidio,Con otro elemento,2,0,3,0,3,0,4,6,1,4,3,6
2019,Baja California,La vida y la Integridad corporal,Homicidio,No especificado,0,0,0,0,0,0,2,0,0,0,0,0
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con arma de fuego,45,35,48,27,42,60,40,46,56,34,34,13
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con arma blanca,46,33,42,53,52,49,49,48,38,43,38,20
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con otro elemento,77,73,91,97,101,89,104,94,96,100,94,45
2019,Baja California,La vida y la Integridad corporal,Lesiones,No especificado,324,274,360,380,362,431,511,451,492,463,370,428
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,0,0,0,0,0,1,1,0,1,0,1
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con arma blanca,0,0,0,0,0,0,0,0,0,1,0,1
2019,Baja California,La vida y la Integridad corporal,Lesiones,En accidente de transito,12,19,22,18,30,32,17,28,15,22,29,10
2019,Baja California,La vida y la Integridad corporal,Lesiones,Con otro elemento,13,13,22,18,6,22,21,10,23,32,23,16
2019,Baja California,La vida y la Integridad corporal,Lesiones,No especificado,124,104,106,120,121,100,121,119,105,154,159,179
2019,Baja California,La vida y la Integridad corporal,Feminicidio,Con arma de fuego,0,1,0,0,2,0,0,1,0,0,1,0
2019,Baja California,La vida y la Integridad corporal,Feminicidio,Con arma blanca,0,0,1,0,1,2,1,0,1,2,0,0
2019,Baja California,La vida y la Integridad corporal,Feminicidio,Con otro elemento,1,0,1,0,2,1,2,0,0,1,0,0
2019,Baja California,La vida y la Integridad corporal,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,1
2019,Baja California,La vida y la Integridad corporal,Aborto,Aborto,5,3,3,7,6,5,5,5,3,6,5,4
2019,Baja California,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,56,67,95,85,85,113,185,131,112,138,98,126
2019,Baja California,Libertad personal,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,0,1,3,1,0
2019,Baja California,Libertad personal,Secuestro,Secuestro con calidad de rehen,0,0,2,1,0,0,1,1,0,0,0,0
2019,Baja California,Libertad personal,Secuestro,Secuestro para causar dano,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,Libertad personal,Secuestro,Secuestro expres,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,Libertad personal,Trafico de menores,Trafico de menores,0,0,0,0,1,0,0,0,0,0,0,0
2019,Baja California,Libertad personal,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,47,73,46,58,60,52,45,62,81,61,49,43
2019,Baja California,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,86,109,127,99,124,142,117,111,148,122,116,83
2019,Baja California,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,6,14,5,10,11,11,16,12,13,15,12,15
2019,Baja California,La libertad y la seguridad sexual,Violacion simple,Violacion simple,39,36,61,41,60,69,64,64,63,65,46,37
2019,Baja California,La libertad y la seguridad sexual,Violacion equiparada,Violacion equiparada,26,27,19,27,38,28,34,40,34,29,21,13
2019,Baja California,La libertad y la seguridad sexual,Incesto,Incesto,0,0,0,0,0,0,1,1,1,0,0,0
2019,Baja California,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,10,17,30,26,23,31,19,18,15,35,21,19
2019,Baja California,El patrimonio,Robo,Con violencia,32,30,26,23,25,30,28,23,39,31,17,23
2019,Baja California,El patrimonio,Robo,Sin violencia,506,422,456,465,423,406,440,470,398,413,416,417
2019,Baja California,El patrimonio,Robo,Robo de coche de 4 ruedas Con violencia,155,130,107,118,130,138,115,107,113,121,141,168
2019,Baja California,El patrimonio,Robo,Robo de coche de 4 ruedas Sin violencia,1159,977,1059,1036,987,995,994,1006,891,920,898,947
2019,Baja California,El patrimonio,Robo,Robo de motocicleta Con violencia,10,9,23,9,11,9,11,11,17,12,3,11
2019,Baja California,El patrimonio,Robo,Robo de motocicleta Sin violencia,51,30,23,28,33,30,50,35,35,46,36,50
2019,Baja California,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Sin violencia,1,5,9,3,4,5,2,4,3,2,5,2
2019,Baja California,El patrimonio,Robo,Con violencia,3,3,4,2,6,1,4,3,8,3,3,5
2019,Baja California,El patrimonio,Robo,Sin violencia,0,0,0,0,1,0,0,1,0,0,0,2
2019,Baja California,El patrimonio,Robo,Con violencia,195,178,197,256,283,263,271,259,235,303,299,278
2019,Baja California,El patrimonio,Robo,Sin violencia,155,119,132,136,210,172,157,167,179,201,171,188
2019,Baja California,El patrimonio,Robo,Con violencia,0,0,0,0,1,1,1,1,1,0,0,0
2019,Baja California,El patrimonio,Robo,Sin violencia,0,0,1,0,0,0,0,0,0,0,0,1
2019,Baja California,El patrimonio,Robo,Con violencia,1,1,0,0,3,2,1,0,0,0,1,0
2019,Baja California,El patrimonio,Robo,Sin violencia,0,1,0,0,0,1,1,1,0,0,0,0
2019,Baja California,El patrimonio,Robo,Con violencia,1,3,4,0,0,1,1,2,2,2,1,2
2019,Baja California,El patrimonio,Robo,Sin violencia,1,0,1,0,0,1,0,0,0,0,0,1
2019,Baja California,El patrimonio,Robo,Con violencia,1,0,0,1,0,3,0,2,2,1,0,1
2019,Baja California,El patrimonio,Robo,Sin violencia,0,0,1,1,1,2,0,0,0,2,0,0
2019,Baja California,El patrimonio,Robo,Con violencia,0,0,0,2,1,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Sin violencia,0,0,0,0,1,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Con violencia,427,294,314,335,390,333,299,306,264,377,404,323
2019,Baja California,El patrimonio,Robo,Sin violencia,119,93,97,111,125,94,82,82,59,105,125,108
2019,Baja California,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Sin violencia,7,4,2,7,3,5,8,6,3,3,4,7
2019,Baja California,El patrimonio,Robo,Robo de herramienta industrial o agricola Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Robo de herramienta industrial o agricola Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Con violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Sin violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,El patrimonio,Robo,Con violencia,110,77,81,183,113,93,105,109,107,118,95,125
2019,Baja California,El patrimonio,Robo,Sin violencia,450,476,473,484,493,524,473,564,452,518,459,456
2019,Baja California,El patrimonio,Fraude,Fraude,100,119,112,118,147,159,175,179,173,214,154,206
2019,Baja California,El patrimonio,Abuso de confianza,Abuso de confianza,35,27,42,45,54,47,72,56,80,76,56,47
2019,Baja California,El patrimonio,Extorsion,Extorsion,19,11,15,8,18,19,28,22,22,18,18,20
2019,Baja California,El patrimonio,Dano a la propiedad,Dano a la propiedad,535,477,579,593,643,674,766,701,708,806,697,693
2019,Baja California,El patrimonio,Despojo,Despojo,62,73,78,96,102,97,120,114,116,138,115,88
2019,Baja California,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,83,62,86,97,106,92,137,78,72,79,78,82
2019,Baja California,La familia,Violencia familiar,Violencia familiar,654,570,769,859,877,971,1054,1042,1056,995,836,772
2019,Baja California,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,57,41,51,67,69,80,104,144,90,162,131,90
2019,Baja California,La familia,Otros delitos contra la familia,Otros delitos contra la familia,24,22,30,34,34,32,44,48,51,53,41,48
2019,Baja California,La sociedad,Corrupcion de menores,Corrupcion de menores,11,14,28,19,19,16,15,25,20,25,50,33
2019,Baja California,La sociedad,Trata de personas,Trata de personas,1,1,3,0,3,0,3,2,1,0,0,3
2019,Baja California,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,7,1,2,6,5,1,3,3,1,2,3,4
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo,847,733,801,899,919,810,872,892,688,980,899,967
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,253,212,325,308,316,335,364,353,358,386,326,335
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,274,240,292,293,224,247,228,257,219,223,211,230
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,2,1,1,0,0,0,0,1,0,0,1,0
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,9,6,12,11,16,16,9,13,15,9,13,8
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,14,21,35,29,36,21,32,53,35,148,23,33
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,5,6,5,1,1,5,3,6,4,4,4,1
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,86,78,110,101,111,107,121,126,124,122,113,87
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,0,0,0,1,12,23,0,0,0,3,0,0
2019,Baja California,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,530,499,498,466,464,446,424,413,406,472,599,557
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con arma de fuego,7,2,8,6,2,0,0,3,1,1,2,1
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con arma blanca,1,0,1,0,2,1,1,0,0,2,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con otro elemento,4,3,4,1,1,2,4,0,1,3,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,No especificado,1,0,0,2,1,0,0,4,4,1,3,1
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,En accidente de transito,5,7,4,9,7,6,2,9,11,11,5,8
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,Con otro elemento,0,0,0,0,0,0,0,0,0,0,1,0
2019,Baja California Sur,La vida y la Integridad corporal,Homicidio,No especificado,0,0,1,0,0,0,1,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,0,0,2,2,2,0,0,2,2,0,1
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con arma blanca,3,0,0,0,6,1,0,1,14,1,3,6
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,11
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,No especificado,110,105,118,108,112,179,172,129,121,114,120,100
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,1,0
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,En accidente de transito,22,27,19,17,26,12,19,23,22,16,19,26
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,Con otro elemento,1,0,0,0,0,0,1,0,0,0,0,3
2019,Baja California Sur,La vida y la Integridad corporal,Lesiones,No especificado,8,2,10,17,5,19,2,7,5,10,1,4
2019,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,La vida y la Integridad corporal,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,1,1,0
2019,Baja California Sur,La vida y la Integridad corporal,Aborto,Aborto,0,2,0,2,1,1,0,2,0,3,0,1
2019,Baja California Sur,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,9,12,12,24,16,20,23,13,15,16,25,15
2019,Baja California Sur,Libertad personal,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,Libertad personal,Secuestro,Secuestro con calidad de rehen,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,Libertad personal,Secuestro,Secuestro para causar dano,0,0,0,0,0,0,1,1,2,0,0,0
2019,Baja California Sur,Libertad personal,Secuestro,Secuestro expres,0,0,1,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,Libertad personal,Trafico de menores,Trafico de menores,0,0,0,0,0,0,0,0,0,0,0,0
2019,Baja California Sur,Libertad personal,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
